id_transacao,cidade,tipo_consumidor,genero,linha_de_produto,preco_unitario,quantidade,imposto,total,data,hora,metodo_pagamento,total_sem_imposto,percentual_lucro_por_venda,avaliacao_cliente
234-65-2137,Palhoça,Normal,Masculino,Casa e estilo,"95,58",10,"47,79","1003,59",16/01/2019,13:32:00,Dinheiro,"955,8","4,761904762","4,8"
687-47-8271,Florianópolis,Normal,Masculino,Acessórios de moda,"98,98",10,"49,49","1039,29",02/08/2019,16:20:00,Cartão de crédito,"989,8","4,761904762","8,7"
796-32-9050,Florianópolis,Normal,Masculino,Comidas e bebidas,"51,28",6,"15,384","323,064",19/01/2019,16:31:00,Dinheiro,"307,68","4,761904762","6,5"
105-31-1824,Florianópolis,Membro,Masculino,Esportes e viagem,"69,52",7,"24,332","510,972",02/01/2019,15:10:00,Cartão de crédito,"486,64","4,761904762","8,5"
249-42-3782,Florianópolis,Normal,Masculino,Saúde e beleza,"70,01",5,"17,5025","367,5525",01/03/2019,11:36:00,Virtual,"350,05","4,761904762","5,5"
316-55-4634,São José,Membro,Masculino,Comidas e bebidas,"80,05",5,"20,0125","420,2625",26/01/2019,12:45:00,Cartão de crédito,"400,25","4,761904762","9,4"
733-33-4967,Palhoça,Normal,Masculino,Acessórios eletrônicos,"20,85",8,"8,34","175,14",03/03/2019,19:17:00,Dinheiro,"166,8","4,761904762","6,3"
608-27-6295,São José,Membro,Masculino,Acessórios eletrônicos,"52,89",6,"15,867","333,207",19/01/2019,17:34:00,Cartão de crédito,"317,34","4,761904762","9,8"
414-12-7047,São José,Normal,Masculino,Comidas e bebidas,"19,79",8,"7,916","166,236",18/01/2019,12:04:00,Virtual,"158,32","4,761904762","8,7"
827-26-2100,Florianópolis,Membro,Masculino,Casa e estilo,"33,84",9,"15,228","319,788",21/03/2019,16:21:00,Virtual,"304,56","4,761904762","8,8"
175-54-2529,Florianópolis,Membro,Masculino,Comidas e bebidas,"22,17",8,"8,868","186,228",03/03/2019,17:01:00,Cartão de crédito,"177,36","4,761904762","9,6"
139-52-2867,Palhoça,Normal,Feminino,Acessórios de moda,"22,51",7,"7,8785","165,4485",13/02/2019,10:50:00,Cartão de crédito,"157,57","4,761904762","4,8"
407-63-8975,Florianópolis,Normal,Masculino,Comidas e bebidas,"73,88",6,"22,164","465,444",23/03/2019,19:16:00,Virtual,"443,28","4,761904762","4,4"
342-65-4817,Palhoça,Membro,Masculino,Saúde e beleza,"86,8",3,"13,02","273,42",28/01/2019,16:47:00,Virtual,"260,4","4,761904762","9,9"
130-98-8941,Palhoça,Normal,Masculino,Acessórios de moda,"64,26",7,"22,491","472,311",02/09/2019,10:00:00,Dinheiro,"449,82","4,761904762","5,7"
434-83-9547,Palhoça,Membro,Masculino,Comidas e bebidas,"38,47",8,"15,388","323,148",23/01/2019,11:51:00,Dinheiro,"307,76","4,761904762","7,7"
851-28-6367,Florianópolis,Membro,Masculino,Esportes e viagem,"15,5",10,"7,75","162,75",23/03/2019,10:55:00,Virtual,155,"4,761904762",8
824-88-3614,Palhoça,Normal,Masculino,Saúde e beleza,"34,31",8,"13,724","288,204",25/01/2019,15:00:00,Virtual,"274,48","4,761904762","5,7"
586-25-0848,Florianópolis,Normal,Feminino,Esportes e viagem,"12,34",7,"4,319","90,699",03/04/2019,11:19:00,Cartão de crédito,"86,38","4,761904762","6,7"
895-66-0685,São José,Membro,Masculino,Comidas e bebidas,"18,08",3,"2,712","56,952",03/05/2019,19:46:00,Virtual,"54,24","4,761904762",8
305-14-0245,São José,Membro,Feminino,Casa e estilo,"94,49",8,"37,796","793,716",03/03/2019,19:00:00,Virtual,"755,92","4,761904762","7,5"
732-04-5373,São José,Membro,Masculino,Casa e estilo,"46,47",4,"9,294","195,174",02/08/2019,10:53:00,Dinheiro,"185,88","4,761904762",7
400-60-7251,Florianópolis,Normal,Masculino,Casa e estilo,"74,07",1,"3,7035","77,7735",02/10/2019,12:50:00,Virtual,"74,07","4,761904762","9,9"
593-65-1552,Palhoça,Normal,Feminino,Casa e estilo,"69,81",4,"13,962","293,202",28/01/2019,20:50:00,Cartão de crédito,"279,24","4,761904762","5,9"
284-34-9626,São José,Normal,Feminino,Casa e estilo,"77,04",3,"11,556","242,676",02/11/2019,10:39:00,Cartão de crédito,"231,12","4,761904762","7,2"
437-58-8131,São José,Normal,Feminino,Acessórios de moda,"73,52",2,"7,352","154,392",15/01/2019,13:41:00,Virtual,"147,04","4,761904762","4,6"
286-43-6208,Palhoça,Normal,Feminino,Comidas e bebidas,"87,8",9,"39,51","829,71",16/03/2019,19:08:00,Dinheiro,"790,2","4,761904762","9,2"
641-43-2399,São José,Normal,Masculino,Casa e estilo,"25,55",4,"5,11","107,31",26/01/2019,20:23:00,Virtual,"102,2","4,761904762","5,7"
831-07-6050,Florianópolis,Normal,Masculino,Acessórios eletrônicos,"32,71",5,"8,1775","171,7275",19/03/2019,11:30:00,Cartão de crédito,"163,55","4,761904762","9,9"
556-86-3144,Palhoça,Membro,Feminino,Acessórios de moda,"74,29",1,"3,7145","78,0045",13/01/2019,19:30:00,Dinheiro,"74,29","4,761904762",5
848-24-9445,Palhoça,Membro,Masculino,Saúde e beleza,"43,7",2,"4,37","91,77",26/03/2019,18:03:00,Dinheiro,"87,4","4,761904762","4,9"
856-22-8149,Florianópolis,Normal,Feminino,Casa e estilo,"25,29",1,"1,2645","26,5545",23/03/2019,10:13:00,Virtual,"25,29","4,761904762","6,1"
699-01-4164,Palhoça,Normal,Masculino,Saúde e beleza,"41,5",4,"8,3","174,3",03/12/2019,19:58:00,Cartão de crédito,166,"4,761904762","8,2"
420-11-4919,Palhoça,Membro,Feminino,Comidas e bebidas,"71,39",5,"17,8475","374,7975",17/02/2019,19:57:00,Cartão de crédito,"356,95","4,761904762","5,5"
606-80-4905,Palhoça,Membro,Feminino,Esportes e viagem,"19,15",6,"5,745","120,645",29/01/2019,10:01:00,Cartão de crédito,"114,9","4,761904762","6,8"
542-41-0513,São José,Membro,Feminino,Acessórios eletrônicos,"57,49",4,"11,498","241,458",15/03/2019,11:57:00,Dinheiro,"229,96","4,761904762","6,6"
426-39-2418,Palhoça,Normal,Masculino,Acessórios eletrônicos,"61,41",7,"21,4935","451,3635",14/01/2019,10:02:00,Dinheiro,"429,87","4,761904762","9,8"
875-46-5808,São José,Membro,Masculino,Saúde e beleza,"25,9",10,"12,95","271,95",02/06/2019,14:51:00,Virtual,259,"4,761904762","8,7"
394-43-4238,São José,Membro,Masculino,Casa e estilo,"17,77",5,"4,4425","93,2925",15/02/2019,12:42:00,Cartão de crédito,"88,85","4,761904762","5,4"
749-24-1565,Florianópolis,Normal,Feminino,Saúde e beleza,"23,03",9,"10,3635","217,6335",01/03/2019,12:02:00,Virtual,"207,27","4,761904762","7,9"
672-51-8681,Palhoça,Membro,Feminino,Acessórios eletrônicos,"66,65",9,"29,9925","629,8425",01/04/2019,18:19:00,Cartão de crédito,"599,85","4,761904762","9,7"
263-87-5680,Palhoça,Membro,Feminino,Casa e estilo,"28,53",10,"14,265","299,565",18/03/2019,17:38:00,Virtual,"285,3","4,761904762","7,8"
573-58-9734,São José,Normal,Feminino,Acessórios de moda,"30,37",3,"4,5555","95,6655",28/03/2019,13:41:00,Virtual,"91,11","4,761904762","5,1"
817-69-8206,São José,Normal,Feminino,Acessórios eletrônicos,"99,73",9,"44,8785","942,4485",03/02/2019,19:42:00,Cartão de crédito,"897,57","4,761904762","6,5"
888-02-0338,Florianópolis,Normal,Masculino,Acessórios eletrônicos,"26,23",9,"11,8035","247,8735",25/01/2019,20:24:00,Virtual,"236,07","4,761904762","5,9"
677-11-0152,Palhoça,Normal,Feminino,Comidas e bebidas,"93,26",9,"41,967","881,307",16/01/2019,18:08:00,Dinheiro,"839,34","4,761904762","8,8"
142-63-6033,São José,Normal,Masculino,Casa e estilo,"92,36",5,"23,09","484,89",20/03/2019,19:17:00,Virtual,"461,8","4,761904762","4,9"
656-16-1063,São José,Normal,Masculino,Esportes e viagem,"46,42",3,"6,963","146,223",01/04/2019,13:24:00,Cartão de crédito,"139,26","4,761904762","4,4"
891-58-8335,São José,Membro,Feminino,Esportes e viagem,"29,61",7,"10,3635","217,6335",03/11/2019,15:53:00,Dinheiro,"207,27","4,761904762","6,5"
802-43-8934,Florianópolis,Normal,Masculino,Casa e estilo,"18,28",1,"0,914","19,194",22/03/2019,15:05:00,Cartão de crédito,"18,28","4,761904762","8,3"
560-30-5617,São José,Normal,Feminino,Esportes e viagem,"24,77",5,"6,1925","130,0425",24/03/2019,18:27:00,Dinheiro,"123,85","4,761904762","8,5"
319-74-2561,Florianópolis,Membro,Feminino,Acessórios eletrônicos,"94,64",3,"14,196","298,116",21/02/2019,16:55:00,Dinheiro,"283,92","4,761904762","5,5"
549-03-9315,São José,Normal,Masculino,Acessórios de moda,"94,87",8,"37,948","796,908",02/12/2019,12:58:00,Virtual,"758,96","4,761904762","8,7"
790-29-1172,São José,Normal,Feminino,Comidas e bebidas,"57,34",3,"8,601","180,621",03/10/2019,18:59:00,Cartão de crédito,"172,02","4,761904762","7,9"
239-36-3640,São José,Normal,Masculino,Acessórios eletrônicos,"45,35",6,"13,605","285,705",31/01/2019,13:44:00,Virtual,"272,1","4,761904762","6,1"
468-01-2051,São José,Normal,Masculino,Comidas e bebidas,"62,08",7,"21,728","456,288",03/06/2019,13:46:00,Virtual,"434,56","4,761904762","5,4"
389-25-3394,Palhoça,Normal,Masculino,Acessórios eletrônicos,"11,81",5,"2,9525","62,0025",17/02/2019,18:06:00,Dinheiro,"59,05","4,761904762","9,4"
279-62-1445,Palhoça,Membro,Feminino,Acessórios de moda,"12,54",1,"0,627","13,167",21/02/2019,12:38:00,Dinheiro,"12,54","4,761904762","8,2"
213-72-6612,Florianópolis,Normal,Masculino,Comidas e bebidas,"43,25",2,"4,325","90,825",20/03/2019,15:56:00,Dinheiro,"86,5","4,761904762","6,2"
746-68-6593,Palhoça,Membro,Feminino,Esportes e viagem,"87,16",2,"8,716","183,036",01/11/2019,14:29:00,Cartão de crédito,"174,32","4,761904762","9,7"
836-82-5858,São José,Membro,Masculino,Saúde e beleza,"69,37",9,"31,2165","655,5465",26/01/2019,19:14:00,Virtual,"624,33","4,761904762",4
583-72-1480,Palhoça,Membro,Masculino,Acessórios eletrônicos,"37,06",4,"7,412","155,652",31/01/2019,16:24:00,Virtual,"148,24","4,761904762","9,7"
466-61-5506,São José,Membro,Feminino,Acessórios eletrônicos,"90,7",6,"27,21","571,41",26/02/2019,10:52:00,Dinheiro,"544,2","4,761904762","5,3"
721-86-6247,Florianópolis,Normal,Feminino,Casa e estilo,"63,42",8,"25,368","532,728",03/11/2019,12:55:00,Virtual,"507,36","4,761904762","7,4"
289-65-5721,São José,Normal,Feminino,Acessórios de moda,"81,37",2,"8,137","170,877",26/01/2019,19:28:00,Dinheiro,"162,74","4,761904762","6,5"
545-46-3100,São José,Membro,Feminino,Acessórios eletrônicos,"10,59",3,"1,5885","33,3585",03/12/2019,13:52:00,Cartão de crédito,"31,77","4,761904762","8,7"
418-02-5978,São José,Normal,Feminino,Saúde e beleza,"84,09",9,"37,8405","794,6505",02/11/2019,10:54:00,Dinheiro,"756,81","4,761904762",8
269-04-5750,São José,Membro,Masculino,Acessórios de moda,"73,82",4,"14,764","310,044",21/02/2019,18:31:00,Dinheiro,"295,28","4,761904762","6,7"
157-13-5295,Florianópolis,Membro,Masculino,Saúde e beleza,"51,94",10,"25,97","545,37",03/09/2019,18:24:00,Virtual,"519,4","4,761904762","6,5"
645-78-8093,Florianópolis,Normal,Feminino,Esportes e viagem,"93,14",2,"9,314","195,594",20/01/2019,18:09:00,Virtual,"186,28","4,761904762","4,1"
211-30-9270,Palhoça,Normal,Masculino,Saúde e beleza,"17,41",5,"4,3525","91,4025",28/01/2019,15:16:00,Cartão de crédito,"87,05","4,761904762","4,9"
755-12-3214,Palhoça,Membro,Feminino,Acessórios de moda,"44,22",5,"11,055","232,155",03/05/2019,17:07:00,Cartão de crédito,"221,1","4,761904762","8,6"
346-84-3103,São José,Membro,Feminino,Acessórios eletrônicos,"13,22",5,"3,305","69,405",03/02/2019,19:26:00,Dinheiro,"66,1","4,761904762","4,3"
478-06-7835,Florianópolis,Normal,Masculino,Acessórios de moda,"89,69",1,"4,4845","94,1745",01/11/2019,11:20:00,Virtual,"89,69","4,761904762","4,9"
540-11-4336,Florianópolis,Normal,Masculino,Comidas e bebidas,"24,94",9,"11,223","235,683",01/11/2019,16:49:00,Cartão de crédito,"224,46","4,761904762","5,6"
448-81-5016,Florianópolis,Normal,Masculino,Saúde e beleza,"59,77",2,"5,977","125,517",03/11/2019,12:01:00,Cartão de crédito,"119,54","4,761904762","5,8"
142-72-4741,Palhoça,Membro,Masculino,Acessórios de moda,"93,2",2,"9,32","195,72",28/02/2019,18:37:00,Cartão de crédito,"186,4","4,761904762",6
217-58-1179,Florianópolis,Membro,Masculino,Casa e estilo,"62,65",4,"12,53","263,13",01/05/2019,11:25:00,Dinheiro,"250,6","4,761904762","4,2"
376-02-8238,São José,Normal,Masculino,Casa e estilo,"93,87",8,"37,548","788,508",02/02/2019,18:42:00,Cartão de crédito,"750,96","4,761904762","8,3"
530-90-9855,Florianópolis,Membro,Masculino,Casa e estilo,"47,59",8,"19,036","399,756",01/01/2019,14:47:00,Dinheiro,"380,72","4,761904762","5,7"
866-05-7563,São José,Membro,Feminino,Acessórios eletrônicos,"81,4",3,"12,21","256,41",02/09/2019,19:43:00,Dinheiro,"244,2","4,761904762","4,8"
604-70-6476,Florianópolis,Membro,Masculino,Acessórios de moda,"17,94",5,"4,485","94,185",23/01/2019,14:04:00,Virtual,"89,7","4,761904762","6,8"
799-71-1548,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"77,72",4,"15,544","326,424",01/07/2019,16:11:00,Cartão de crédito,"310,88","4,761904762","8,8"
785-13-7708,São José,Normal,Masculino,Comidas e bebidas,"73,06",7,"25,571","536,991",14/01/2019,19:06:00,Cartão de crédito,"511,42","4,761904762","4,2"
845-51-0542,São José,Membro,Masculino,Comidas e bebidas,"46,55",9,"20,9475","439,8975",02/02/2019,15:34:00,Virtual,"418,95","4,761904762","6,4"
662-47-5456,Palhoça,Membro,Masculino,Acessórios de moda,"35,19",10,"17,595","369,495",17/03/2019,19:06:00,Cartão de crédito,"351,9","4,761904762","8,4"
883-17-4236,Palhoça,Normal,Feminino,Esportes e viagem,"14,39",2,"1,439","30,219",03/02/2019,19:44:00,Cartão de crédito,"28,78","4,761904762","7,2"
290-68-2984,Florianópolis,Normal,Masculino,Casa e estilo,"23,75",4,"4,75","99,75",16/03/2019,11:22:00,Dinheiro,95,"4,761904762","5,2"
704-11-6354,Florianópolis,Membro,Masculino,Casa e estilo,"58,9",8,"23,56","494,76",01/06/2019,11:23:00,Dinheiro,"471,2","4,761904762","8,9"
110-48-7033,São José,Membro,Masculino,Acessórios de moda,"32,62",4,"6,524","137,004",29/01/2019,14:12:00,Dinheiro,"130,48","4,761904762",9
366-93-0948,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"66,35",1,"3,3175","69,6675",31/01/2019,10:46:00,Cartão de crédito,"66,35","4,761904762","9,7"
729-09-9681,Florianópolis,Membro,Masculino,Casa e estilo,"25,91",6,"7,773","163,233",02/05/2019,10:16:00,Virtual,"155,46","4,761904762","8,7"
151-16-1484,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"32,25",4,"6,45","135,45",13/02/2019,12:38:00,Virtual,129,"4,761904762","6,5"
380-94-4661,Palhoça,Membro,Masculino,Acessórios eletrônicos,"65,94",4,"13,188","276,948",02/07/2019,13:05:00,Cartão de crédito,"263,76","4,761904762","6,9"
850-41-9669,Florianópolis,Normal,Feminino,Acessórios eletrônicos,"75,06",9,"33,777","709,317",19/03/2019,13:25:00,Virtual,"675,54","4,761904762","6,2"
821-07-3596,Palhoça,Normal,Feminino,Acessórios de moda,"16,45",4,"3,29","69,09",03/07/2019,14:53:00,Virtual,"65,8","4,761904762","5,6"
655-85-5130,São José,Membro,Feminino,Acessórios de moda,"38,3",4,"7,66","160,86",13/03/2019,19:22:00,Dinheiro,"153,2","4,761904762","5,7"
447-15-7839,Florianópolis,Membro,Feminino,Esportes e viagem,"22,24",10,"11,12","233,52",02/09/2019,11:00:00,Dinheiro,"222,4","4,761904762","4,2"
154-74-7179,São José,Normal,Masculino,Esportes e viagem,"54,45",1,"2,7225","57,1725",26/02/2019,19:24:00,Virtual,"54,45","4,761904762","7,9"
253-12-6086,Florianópolis,Membro,Feminino,Esportes e viagem,"98,4",7,"34,44","723,24",03/12/2019,12:43:00,Cartão de crédito,"688,8","4,761904762","8,7"
808-65-0703,Palhoça,Normal,Masculino,Casa e estilo,"35,47",4,"7,094","148,974",14/03/2019,17:22:00,Cartão de crédito,"141,88","4,761904762","6,9"
571-94-0759,São José,Membro,Feminino,Comidas e bebidas,"74,6",10,"37,3","783,3",01/08/2019,20:55:00,Dinheiro,746,"4,761904762","9,5"
144-51-6085,Florianópolis,Membro,Masculino,Casa e estilo,"70,74",4,"14,148","297,108",01/05/2019,16:05:00,Cartão de crédito,"282,96","4,761904762","4,4"
731-14-2199,Florianópolis,Membro,Feminino,Casa e estilo,"35,54",10,"17,77","373,17",01/04/2019,13:34:00,Virtual,"355,4","4,761904762",7
783-09-1637,São José,Normal,Feminino,Esportes e viagem,"67,43",5,"16,8575","354,0075",03/06/2019,18:13:00,Virtual,"337,15","4,761904762","6,3"
687-15-1097,Palhoça,Membro,Feminino,Saúde e beleza,"21,12",2,"2,112","44,352",01/03/2019,19:17:00,Dinheiro,"42,24","4,761904762","9,7"
126-54-1082,Florianópolis,Membro,Feminino,Casa e estilo,"21,54",9,"9,693","203,553",01/07/2019,11:44:00,Cartão de crédito,"193,86","4,761904762","8,8"
633-91-1052,Florianópolis,Normal,Feminino,Casa e estilo,"12,03",2,"1,203","25,263",27/01/2019,15:51:00,Dinheiro,"24,06","4,761904762","5,1"
477-24-6490,São José,Normal,Feminino,Saúde e beleza,"99,71",6,"29,913","628,173",26/02/2019,16:52:00,Virtual,"598,26","4,761904762","7,9"
566-19-5475,São José,Normal,Masculino,Acessórios de moda,"47,97",7,"16,7895","352,5795",01/07/2019,20:52:00,Dinheiro,"335,79","4,761904762","6,2"
526-86-8552,Palhoça,Membro,Feminino,Casa e estilo,"21,82",10,"10,91","229,11",01/07/2019,17:36:00,Dinheiro,"218,2","4,761904762","7,1"
376-56-3573,Palhoça,Normal,Feminino,Acessórios de moda,"95,42",4,"19,084","400,764",02/02/2019,13:23:00,Virtual,"381,68","4,761904762","6,4"
537-72-0426,Palhoça,Membro,Masculino,Acessórios de moda,"70,99",10,"35,495","745,395",20/03/2019,16:28:00,Dinheiro,"709,9","4,761904762","5,7"
828-61-5674,Florianópolis,Membro,Masculino,Esportes e viagem,"44,02",10,"22,01","462,21",20/03/2019,19:57:00,Cartão de crédito,"440,2","4,761904762","9,6"
136-08-6195,Florianópolis,Normal,Feminino,Casa e estilo,"69,96",8,"27,984","587,664",15/02/2019,17:01:00,Cartão de crédito,"559,68","4,761904762","6,4"
523-38-0215,Palhoça,Normal,Masculino,Casa e estilo,37,1,"1,85","38,85",03/06/2019,13:29:00,Cartão de crédito,37,"4,761904762","7,9"
490-29-1201,Florianópolis,Normal,Feminino,Esportes e viagem,"15,34",1,"0,767","16,107",01/06/2019,11:09:00,Dinheiro,"15,34","4,761904762","6,5"
667-92-0055,Florianópolis,Membro,Masculino,Saúde e beleza,"99,83",6,"29,949","628,929",03/04/2019,15:02:00,Virtual,"598,98","4,761904762","8,5"
565-17-3836,Florianópolis,Membro,Feminino,Saúde e beleza,"47,67",4,"9,534","200,214",03/12/2019,14:21:00,Dinheiro,"190,68","4,761904762","9,1"
498-41-1961,São José,Normal,Masculino,Saúde e beleza,"66,68",5,"16,67","350,07",20/02/2019,18:01:00,Dinheiro,"333,4","4,761904762","7,6"
593-95-4461,Palhoça,Membro,Masculino,Casa e estilo,"74,86",1,"3,743","78,603",24/03/2019,14:49:00,Dinheiro,"74,86","4,761904762","6,9"
226-71-3580,Palhoça,Normal,Feminino,Esportes e viagem,"23,75",9,"10,6875","224,4375",31/01/2019,12:02:00,Dinheiro,"213,75","4,761904762","9,5"
283-79-9594,São José,Normal,Feminino,Comidas e bebidas,"48,51",7,"16,9785","356,5485",25/01/2019,13:30:00,Cartão de crédito,"339,57","4,761904762","5,2"
430-60-3493,Florianópolis,Membro,Feminino,Casa e estilo,"94,88",7,"33,208","697,368",02/03/2019,14:38:00,Dinheiro,"664,16","4,761904762","4,2"
139-20-0155,São José,Membro,Masculino,Acessórios eletrônicos,"40,3",10,"20,15","423,15",24/01/2019,17:37:00,Cartão de crédito,403,"4,761904762",7
558-80-4082,Palhoça,Normal,Masculino,Acessórios eletrônicos,"27,85",7,"9,7475","204,6975",14/03/2019,17:20:00,Virtual,"194,95","4,761904762",6
278-97-7759,Florianópolis,Membro,Feminino,Acessórios eletrônicos,"62,48",1,"3,124","65,604",18/02/2019,20:29:00,Dinheiro,"62,48","4,761904762","4,7"
316-68-6352,Florianópolis,Membro,Feminino,Comidas e bebidas,"36,36",2,"3,636","76,356",21/01/2019,10:00:00,Dinheiro,"72,72","4,761904762","7,1"
585-03-5943,São José,Normal,Masculino,Saúde e beleza,"18,11",10,"9,055","190,155",13/03/2019,11:46:00,Virtual,"181,1","4,761904762","5,9"
211-05-0490,Palhoça,Membro,Feminino,Acessórios eletrônicos,"51,92",5,"12,98","272,58",03/03/2019,13:42:00,Dinheiro,"259,6","4,761904762","7,5"
727-75-6477,Palhoça,Normal,Masculino,Acessórios eletrônicos,"28,84",4,"5,768","121,128",29/03/2019,14:44:00,Dinheiro,"115,36","4,761904762","6,4"
744-02-5987,Florianópolis,Membro,Masculino,Casa e estilo,"78,38",6,"23,514","493,794",01/10/2019,14:16:00,Virtual,"470,28","4,761904762","5,8"
307-83-9164,Florianópolis,Membro,Masculino,Casa e estilo,"60,01",4,"12,002","252,042",25/01/2019,15:54:00,Dinheiro,"240,04","4,761904762","4,5"
779-06-0012,Palhoça,Membro,Feminino,Casa e estilo,"88,61",1,"4,4305","93,0405",19/01/2019,10:21:00,Dinheiro,"88,61","4,761904762","7,7"
446-47-6729,Palhoça,Normal,Masculino,Acessórios de moda,"99,82",2,"9,982","209,622",01/02/2019,18:09:00,Cartão de crédito,"199,64","4,761904762","6,7"
573-10-3877,São José,Membro,Masculino,Saúde e beleza,"39,01",1,"1,9505","40,9605",03/12/2019,16:46:00,Cartão de crédito,"39,01","4,761904762","4,7"
735-06-4124,Palhoça,Normal,Masculino,Comidas e bebidas,"48,61",1,"2,4305","51,0405",25/02/2019,15:31:00,Dinheiro,"48,61","4,761904762","4,4"
439-54-7422,Florianópolis,Normal,Feminino,Acessórios eletrônicos,"51,19",4,"10,238","214,998",18/03/2019,17:15:00,Cartão de crédito,"204,76","4,761904762","4,7"
396-90-2219,São José,Normal,Feminino,Acessórios eletrônicos,"14,96",8,"5,984","125,664",23/02/2019,12:29:00,Dinheiro,"119,68","4,761904762","8,6"
411-77-0180,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"72,2",7,"25,27","530,67",26/03/2019,20:14:00,Virtual,"505,4","4,761904762","4,3"
286-01-5402,Florianópolis,Normal,Feminino,Esportes e viagem,"40,23",7,"14,0805","295,6905",30/03/2019,13:22:00,Dinheiro,"281,61","4,761904762","9,6"
803-17-8013,Florianópolis,Membro,Feminino,Casa e estilo,"88,79",8,"35,516","745,836",17/02/2019,17:09:00,Dinheiro,"710,32","4,761904762","4,1"
512-98-1403,Florianópolis,Membro,Feminino,Acessórios eletrônicos,"26,48",3,"3,972","83,412",21/03/2019,10:40:00,Virtual,"79,44","4,761904762","4,7"
848-42-2560,Florianópolis,Normal,Feminino,Acessórios de moda,"81,91",2,"8,191","172,011",03/05/2019,17:43:00,Dinheiro,"163,82","4,761904762","7,8"
532-59-7201,São José,Membro,Masculino,Esportes e viagem,"79,93",6,"23,979","503,559",31/01/2019,14:04:00,Dinheiro,"479,58","4,761904762","5,5"
181-94-6432,Palhoça,Membro,Masculino,Acessórios de moda,"69,33",2,"6,933","145,593",02/05/2019,19:05:00,Virtual,"138,66","4,761904762","9,7"
870-76-1733,Florianópolis,Membro,Feminino,Comidas e bebidas,"14,23",5,"3,5575","74,7075",02/01/2019,10:08:00,Cartão de crédito,"71,15","4,761904762","4,4"
423-64-4619,Florianópolis,Membro,Feminino,Saúde e beleza,"15,55",9,"6,9975","146,9475",03/07/2019,13:12:00,Dinheiro,"139,95","4,761904762",5
227-07-4446,Palhoça,Membro,Feminino,Acessórios eletrônicos,"78,13",10,"39,065","820,365",02/10/2019,20:51:00,Dinheiro,"781,3","4,761904762","4,4"
174-36-3675,Palhoça,Membro,Masculino,Comidas e bebidas,"99,37",2,"9,937","208,677",14/02/2019,17:29:00,Dinheiro,"198,74","4,761904762","5,2"
428-83-5800,Palhoça,Membro,Feminino,Comidas e bebidas,"21,08",3,"3,162","66,402",02/09/2019,10:25:00,Dinheiro,"63,24","4,761904762","7,3"
603-07-0961,Palhoça,Membro,Masculino,Acessórios eletrônicos,"74,79",5,"18,6975","392,6475",01/10/2019,11:34:00,Dinheiro,"373,95","4,761904762","4,9"
704-20-4138,Palhoça,Membro,Feminino,Saúde e beleza,"29,67",7,"10,3845","218,0745",03/11/2019,18:58:00,Cartão de crédito,"207,69","4,761904762","8,1"
787-15-1757,Palhoça,Membro,Masculino,Saúde e beleza,"44,07",4,"8,814","185,094",18/02/2019,16:28:00,Virtual,"176,28","4,761904762","8,4"
649-11-3678,Palhoça,Normal,Feminino,Comidas e bebidas,"22,93",9,"10,3185","216,6885",26/02/2019,20:26:00,Dinheiro,"206,37","4,761904762","5,5"
622-20-1945,Palhoça,Normal,Feminino,Saúde e beleza,"39,42",1,"1,971","41,391",18/01/2019,15:08:00,Dinheiro,"39,42","4,761904762","8,4"
372-94-8041,Florianópolis,Normal,Masculino,Saúde e beleza,"15,26",6,"4,578","96,138",15/02/2019,18:03:00,Virtual,"91,56","4,761904762","9,8"
563-91-7120,Florianópolis,Normal,Feminino,Acessórios de moda,"61,77",5,"15,4425","324,2925",03/08/2019,13:21:00,Dinheiro,"308,85","4,761904762","6,7"
746-54-5508,Florianópolis,Normal,Masculino,Casa e estilo,"21,52",6,"6,456","135,576",17/01/2019,12:48:00,Cartão de crédito,"129,12","4,761904762","9,4"
276-54-0879,São José,Normal,Masculino,Esportes e viagem,"97,74",4,"19,548","410,508",03/12/2019,19:53:00,Virtual,"390,96","4,761904762","6,4"
815-11-1168,Florianópolis,Membro,Masculino,Comidas e bebidas,"99,78",5,"24,945","523,845",03/09/2019,19:09:00,Dinheiro,"498,9","4,761904762","5,4"
719-76-3868,Palhoça,Membro,Masculino,Comidas e bebidas,"94,26",4,"18,852","395,892",03/12/2019,16:30:00,Dinheiro,"377,04","4,761904762","8,6"
730-61-8757,São José,Membro,Masculino,Saúde e beleza,"51,13",4,"10,226","214,746",25/01/2019,10:11:00,Cartão de crédito,"204,52","4,761904762",4
340-66-0321,Florianópolis,Membro,Masculino,Acessórios eletrônicos,"36,36",4,"7,272","152,712",25/03/2019,13:07:00,Dinheiro,"145,44","4,761904762","7,6"
868-81-1752,São José,Normal,Masculino,Casa e estilo,"22,02",9,"9,909","208,089",02/07/2019,18:48:00,Dinheiro,"198,18","4,761904762","6,8"
634-97-8956,Florianópolis,Normal,Masculino,Comidas e bebidas,"32,9",3,"4,935","103,635",17/02/2019,17:27:00,Cartão de crédito,"98,7","4,761904762","9,1"
566-71-1091,Florianópolis,Normal,Masculino,Acessórios de moda,"77,02",5,"19,255","404,355",02/03/2019,15:59:00,Dinheiro,"385,1","4,761904762","5,5"
